2017-12-05 09:26:01,000001f6ceab,72.836600
2017-12-05 09:35:15,000001f6ceab,71.711600
2017-12-05 09:40:14,000001f6ceab,71.486600
2017-12-05 09:45:15,000001f6ceab,71.261600
2017-12-05 09:50:14,000001f6ceab,71.150000
2017-12-05 09:55:22,000001f6ceab,70.925000
2017-12-05 10:00:21,000001f6ceab,70.811600
2017-12-05 10:05:14,000001f6ceab,70.811600
2017-12-05 10:10:15,000001f6ceab,70.700000
2017-12-05 10:15:15,000001f6ceab,70.811600
2017-12-05 10:20:15,000001f6ceab,70.811600
2017-12-05 10:25:14,000001f6ceab,70.811600
2017-12-05 10:30:15,000001f6ceab,70.811600
2017-12-05 10:35:15,000001f6ceab,70.811600
2017-12-05 10:40:14,000001f6ceab,70.700000
2017-12-05 10:45:15,000001f6ceab,70.586600
2017-12-05 10:50:14,000001f6ceab,70.475000
2017-12-05 10:55:14,000001f6ceab,70.475000
2017-12-05 11:00:15,000001f6ceab,70.475000
2017-12-05 11:05:14,000001f6ceab,70.361600
2017-12-05 11:10:15,000001f6ceab,70.136600
2017-12-05 11:15:14,000001f6ceab,70.136600
2017-12-05 11:30:25,000001f6ceab,70.136600
2017-12-05 11:35:50,000001f6ceab,70.136600
2017-12-05 11:40:14,000001f6ceab,70.136600
2017-12-05 11:55:21,000001f6ceab,70.250000
2017-12-05 12:05:15,000001f6ceab,70.361600
2017-12-05 12:10:37,000001f6ceab,70.475000
2017-12-05 12:15:15,000001f6ceab,70.475000
2017-12-05 12:20:35,000001f6ceab,70.475000
2017-12-05 12:25:31,000001f6ceab,70.475000
2017-12-05 12:30:25,000001f6ceab,70.586600
2017-12-05 12:50:15,000001f6ceab,70.475000
2017-12-05 12:55:16,000001f6ceab,70.475000
2017-12-05 13:00:14,000001f6ceab,70.475000
2017-12-05 13:05:59,000001f6ceab,70.475000
2017-12-05 13:10:15,000001f6ceab,70.475000
2017-12-05 13:15:25,000001f6ceab,70.475000
2017-12-05 13:25:14,000001f6ceab,70.475000
2017-12-05 13:50:15,000001f6ceab,70.361600
2017-12-05 14:20:17,000001f6ceab,70.361600
2017-12-05 14:25:14,000001f6ceab,70.361600
2017-12-05 14:30:15,000001f6ceab,70.250000
2017-12-05 14:35:14,000001f6ceab,70.136600
2017-12-05 14:40:14,000001f6ceab,69.911600
2017-12-05 14:45:14,000001f6ceab,69.911600
2017-12-05 14:50:14,000001f6ceab,69.800000
2017-12-05 14:55:14,000001f6ceab,69.686600
2017-12-05 15:00:14,000001f6ceab,69.575000
2017-12-05 15:05:15,000001f6ceab,69.575000
2017-12-05 15:10:14,000001f6ceab,69.575000
2017-12-05 15:15:14,000001f6ceab,69.575000
2017-12-05 15:20:15,000001f6ceab,69.575000
2017-12-05 15:25:14,000001f6ceab,69.461600
2017-12-05 15:30:14,000001f6ceab,69.461600
2017-12-05 15:35:14,000001f6ceab,69.461600
2017-12-05 15:40:14,000001f6ceab,69.350000
2017-12-05 15:45:14,000001f6ceab,69.461600
2017-12-05 15:50:14,000001f6ceab,69.350000
2017-12-05 15:55:14,000001f6ceab,69.236600
2017-12-05 16:00:14,000001f6ceab,69.350000
2017-12-05 16:05:15,000001f6ceab,69.125000
2017-12-05 16:10:15,000001f6ceab,68.786600
2017-12-05 16:15:14,000001f6ceab,68.675000
2017-12-05 16:20:14,000001f6ceab,68.450000
2017-12-05 16:25:14,000001f6ceab,68.450000
2017-12-05 16:30:14,000001f6ceab,68.336600
2017-12-05 16:35:14,000001f6ceab,68.336600
2017-12-05 16:40:14,000001f6ceab,68.336600
2017-12-05 16:45:15,000001f6ceab,68.225000
2017-12-05 16:50:14,000001f6ceab,68.225000
2017-12-05 16:55:14,000001f6ceab,68.111600
2017-12-05 17:00:14,000001f6ceab,68.225000
2017-12-05 17:05:14,000001f6ceab,68.225000
2017-12-05 17:10:15,000001f6ceab,68.111600
2017-12-05 17:15:14,000001f6ceab,68.111600
2017-12-05 17:20:14,000001f6ceab,68.111600
2017-12-05 17:25:14,000001f6ceab,68.000000
2017-12-05 17:30:14,000001f6ceab,68.225000
2017-12-05 17:35:14,000001f6ceab,68.111600
2017-12-05 17:40:14,000001f6ceab,68.111600
2017-12-05 17:45:14,000001f6ceab,68.111600
2017-12-05 17:50:15,000001f6ceab,68.111600
2017-12-05 17:55:15,000001f6ceab,68.225000
2017-12-05 18:00:14,000001f6ceab,68.225000
2017-12-05 18:05:14,000001f6ceab,68.111600
2017-12-05 18:10:14,000001f6ceab,68.111600
2017-12-05 18:15:14,000001f6ceab,68.000000
2017-12-05 18:20:15,000001f6ceab,67.886600
2017-12-05 18:25:15,000001f6ceab,67.886600
2017-12-05 18:30:14,000001f6ceab,67.886600
2017-12-05 18:35:14,000001f6ceab,68.000000
2017-12-05 18:40:15,000001f6ceab,67.886600
2017-12-05 18:45:14,000001f6ceab,68.000000
2017-12-05 18:50:14,000001f6ceab,67.886600
2017-12-05 18:55:14,000001f6ceab,67.886600
2017-12-05 19:00:14,000001f6ceab,68.000000
2017-12-05 19:05:14,000001f6ceab,68.000000
2017-12-05 19:10:14,000001f6ceab,67.886600
2017-12-05 19:15:14,000001f6ceab,68.000000
2017-12-05 19:20:14,000001f6ceab,68.000000
2017-12-05 19:25:14,000001f6ceab,67.886600
2017-12-05 19:30:15,000001f6ceab,67.886600
2017-12-05 19:35:14,000001f6ceab,67.886600
2017-12-05 19:40:14,000001f6ceab,67.886600
2017-12-05 19:45:14,000001f6ceab,67.775000
2017-12-05 19:50:15,000001f6ceab,67.775000
2017-12-05 19:55:14,000001f6ceab,67.775000
2017-12-05 20:00:14,000001f6ceab,67.775000
2017-12-05 20:05:14,000001f6ceab,67.775000
2017-12-05 20:10:15,000001f6ceab,67.886600
2017-12-05 20:15:15,000001f6ceab,67.886600
2017-12-05 20:20:15,000001f6ceab,67.886600
2017-12-05 20:25:14,000001f6ceab,67.886600
2017-12-05 20:30:14,000001f6ceab,67.886600
2017-12-05 20:35:14,000001f6ceab,67.886600
2017-12-05 20:40:15,000001f6ceab,67.886600
2017-12-05 20:45:14,000001f6ceab,67.886600
2017-12-05 20:50:14,000001f6ceab,67.775000
2017-12-05 20:55:14,000001f6ceab,67.775000
2017-12-05 21:00:14,000001f6ceab,67.775000
2017-12-05 21:05:15,000001f6ceab,67.775000
2017-12-05 21:10:14,000001f6ceab,67.775000
2017-12-05 21:15:14,000001f6ceab,67.661600
2017-12-05 21:20:14,000001f6ceab,67.775000
2017-12-05 21:25:18,000001f6ceab,67.661600
2017-12-05 21:30:15,000001f6ceab,67.775000
2017-12-05 21:35:14,000001f6ceab,67.886600
2017-12-05 21:40:14,000001f6ceab,67.886600
2017-12-05 21:45:14,000001f6ceab,67.775000
2017-12-05 21:50:15,000001f6ceab,67.775000
2017-12-05 21:55:14,000001f6ceab,67.775000
2017-12-05 22:00:14,000001f6ceab,67.775000
2017-12-05 22:05:14,000001f6ceab,67.661600
2017-12-05 22:10:15,000001f6ceab,67.775000
2017-12-05 22:15:14,000001f6ceab,67.661600
2017-12-05 22:20:14,000001f6ceab,67.661600
2017-12-05 22:25:14,000001f6ceab,67.661600
2017-12-05 22:30:14,000001f6ceab,67.661600
2017-12-05 22:35:15,000001f6ceab,67.775000
2017-12-05 22:40:14,000001f6ceab,67.775000
2017-12-05 22:45:14,000001f6ceab,67.661600
2017-12-05 22:50:14,000001f6ceab,67.661600
2017-12-05 22:55:14,000001f6ceab,67.661600
2017-12-05 23:00:14,000001f6ceab,67.661600
2017-12-05 23:05:15,000001f6ceab,67.661600
2017-12-05 23:10:14,000001f6ceab,67.550000
2017-12-05 23:15:14,000001f6ceab,67.550000
2017-12-05 23:20:14,000001f6ceab,67.550000
2017-12-05 23:25:14,000001f6ceab,67.550000
2017-12-05 23:30:14,000001f6ceab,67.436600
2017-12-05 23:35:14,000001f6ceab,67.550000
2017-12-05 23:40:14,000001f6ceab,67.550000
2017-12-05 23:45:14,000001f6ceab,67.550000
2017-12-05 23:50:14,000001f6ceab,67.436600
2017-12-05 23:55:14,000001f6ceab,67.436600
